Medicamento,Unidade,Acerto Geral,Contagem 4 semanas (Calc),Contagem 4 semanas (Gab),Contagem 4 semanas (Dif),Contagem 4 semanas (Status),Contagem 8 semanas (Calc),Contagem 8 semanas (Gab),Contagem 8 semanas (Dif),Contagem 8 semanas (Status),Contagem 12 semanas (Calc),Contagem 12 semanas (Gab),Contagem 12 semanas (Dif),Contagem 12 semanas (Status),Contagem 16 semanas (Calc),Contagem 16 semanas (Gab),Contagem 16 semanas (Dif),Contagem 16 semanas (Status),Contagem 26 semanas (Calc),Contagem 26 semanas (Gab),Contagem 26 semanas (Dif),Contagem 26 semanas (Status),Contagem 52 semanas (Calc),Contagem 52 semanas (Gab),Contagem 52 semanas (Dif),Contagem 52 semanas (Status),Contagem ano (Calc),Contagem ano (Gab),Contagem ano (Dif),Contagem ano (Status),Contagem total (Calc),Contagem total (Gab),Contagem total (Dif),Contagem total (Status),Máximo (Calc),Máximo (Gab),Máximo (Dif),Máximo (Status),Mediana 4 semanas (Calc),Mediana 4 semanas (Gab),Mediana 4 semanas (Dif),Mediana 4 semanas (Status),Mediana 8 semanas (Calc),Mediana 8 semanas (Gab),Mediana 8 semanas (Dif),Mediana 8 semanas (Status),Mediana 12 semanas (Calc),Mediana 12 semanas (Gab),Mediana 12 semanas (Dif),Mediana 12 semanas (Status),Mediana 16 semanas (Calc),Mediana 16 semanas (Gab),Mediana 16 semanas (Dif),Mediana 16 semanas (Status),Mediana 26 semanas (Calc),Mediana 26 semanas (Gab),Mediana 26 semanas (Dif),Mediana 26 semanas (Status),Mediana 52 semanas (Calc),Mediana 52 semanas (Gab),Mediana 52 semanas (Dif),Mediana 52 semanas (Status),Mediana ano (Calc),Mediana ano (Gab),Mediana ano (Dif),Mediana ano (Status),Mediana total (Calc),Mediana total (Gab),Mediana total (Dif),Mediana total (Status),Tipo método (Calc),Tipo método (Gab),Tipo método (Dif),Tipo método (Status),Método (Calc),Método (Gab),Método (Dif),Método (Status),MetEst (Calc),MetEst (Gab),MetEst (Dif),MetEst (Status),Reposição (Calc),Reposição (Gab),Reposição (Dif),Reposição (Status),Total Geral (Calc),Total Geral (Gab),Total Geral (Dif),Total Geral (Status)
"SALBUTAMOL, SULFATO 100 MCG/ DOSE -  AEROSOL","ESF3",82.61,"4","4","","correto","7","7","","correto","11","11","","correto","14","14","","correto","21","21","","correto","38","38","","correto","19","19","","correto","38","38","","correto","9","9","","correto","3","3","","correto","2","2","","correto","3","3","","correto","4","4","","correto","3","3","","correto","2","2","","correto","3","3","","correto","2","2","","correto","2.INTERMITENTES","1.ORDINÁRIOS","","incorreto","2","4","-2","incorreto","9","16","-7","incorreto","3","10","-7","incorreto","109","109","","correto",
"NIFEDIPINA 20MG","ESF3",82.61,"4","4","","correto","8","8","","correto","12","12","","correto","15","15","","correto","24","24","","correto","44","44","","correto","21","21","","correto","44","44","","correto","420","420","","correto","150","150","","correto","180","180","","correto","180","180","","correto","180","180","","correto","150","150","","correto","135","135","","correto","150","150","","correto","135","135","","correto","2.INTERMITENTES","1.ORDINÁRIOS","","incorreto","132","180","-48","incorreto","420","720","-300","incorreto","-180","120","-300","incorreto","6900","6900","","correto",
"LORATADINA 1 MG/ML - XAROPE","ESF3",82.61,"4","4","","correto","7","7","","correto","10","10","","correto","14","14","","correto","22","22","","correto","41","41","","correto","20","20","","correto","41","41","","correto","10","10","","correto","3","3","","correto","3","3","","correto","3","3","","correto","2","2","","correto","2","2","","correto","3","3","","correto","2","2","","correto","3","3","","correto","2.INTERMITENTES","1.ORDINÁRIOS","","incorreto","2","3","-1","incorreto","10","12","-2","incorreto","0","2","-2","incorreto","130","130","","correto",
"AMINOFILINA 100 MG","ESF3",91.30,"1","1","","correto","1","1","","correto","1","1","","correto","1","1","","correto","1","1","","correto","1","1","","correto","1","1","","correto","1","1","","correto","20","20","","correto","20","20","","correto","20","20","","correto","20","20","","correto","20","20","","correto","20","20","","correto","20","20","","correto","20","20","","correto","20","20","","correto","2.INTERMITENTES","2.INTERMITENTES","","correto","0","0","","correto","20","20","","correto","20","0","20","incorreto","20","20","","correto",
"FENOBARBITAL 40 MG/ML - GOTAS","ESF3",95.65,"2","2","","correto","2","2","","correto","2","2","","correto","3","3","","correto","5","5","","correto","8","8","","correto","4","4","","correto","8","8","","correto","6","6","","correto","4","4","","correto","4","4","","correto","4","4","","correto","6","6","","correto","6","6","","correto","6","6","","correto","6","6","","correto","6","6","","correto","2.INTERMITENTES","2.INTERMITENTES","","correto","0","1","-1","incorreto","6","6","","correto","0","0","","correto","34","34","","correto",
"SAIS P/REIDRATAÇÃO ORAL","ESF3",82.61,"4","4","","correto","8","8","","correto","12","12","","correto","15","15","","correto","20","20","","correto","37","37","","correto","17","17","","correto","37","37","","correto","19","19","","correto","10","10","","correto","7","7","","correto","7","7","","correto","6","6","","correto","6","6","","correto","6","6","","correto","6","6","","correto","6","6","","correto","2.INTERMITENTES","1.ORDINÁRIOS","","incorreto","4","10","-6","incorreto","19","40","-21","incorreto","-35","0","-35","incorreto","251","251","","correto",
"SULFAM. + TRIMETROP. 40 + 8 MG/ML - SUSPENSÃO ORAL 100 ML","ESF3",91.30,"1","1","","correto","1","1","","correto","2","2","","correto","2","2","","correto","3","3","","correto","4","4","","correto","2","2","","correto","4","4","","correto","2","2","","correto","1","1","","correto","1","1","","correto","1","1","","correto","1","1","","correto","1","1","","correto","1","1","","correto","1","1","","correto","1","1","","correto","2.INTERMITENTES","2.INTERMITENTES","","correto","0","0","","correto","2","2","","correto","2","0","2","incorreto","5","5","","correto",
"COMPLEXO B CP","ESF3",86.96,"2","2","","correto","4","4","","correto","6","6","","correto","7","7","","correto","12","12","","correto","24","24","","correto","10","10","","correto","24","24","","correto","200","200","","correto","60","60","","correto","60","60","","correto","60","60","","correto","90","90","","correto","90","90","","correto","50","50","","correto","90","90","","correto","50","50","","correto","2.INTERMITENTES","2.INTERMITENTES","","correto","35","38","-3","incorreto","200","200","","correto","200","0","200","incorreto","1870","1870","","correto",
"ACIDO VALPROICO 500MG","ESF3",95.65,"0","0","","correto","1","1","","correto","2","2","","correto","3","3","","correto","7","7","","correto","12","12","","correto","5","5","","correto","12","12","","correto","200","200","","correto","0","0","","correto","50","50","","correto","125","125","","correto","150","150","","correto","100","100","","correto","100","100","","correto","100","100","","correto","100","100","","correto","2.INTERMITENTES","2.INTERMITENTES","","correto","23","24","-1","incorreto","200","200","","correto","200","200","","correto","1200","1200","","correto",
"CEFTRIAXONA 1 G - PÓ P/ SOL. INJ IM","ESF3",95.65,"3","3","","correto","4","4","","correto","4","4","","correto","6","6","","correto","9","9","","correto","14","14","","correto","8","8","","correto","14","14","","correto","18","18","","correto","2","2","","correto","6","6","","correto","6","6","","correto","8","8","","correto","9","9","","correto","5","5","","correto","10","10","","correto","5","5","","correto","2.INTERMITENTES","2.INTERMITENTES","","correto","2","2","","correto","18","18","","correto","-6","0","-6","incorreto","106","106","","correto",
"HIDRALAZINA 25MG, CLORIDRATO DE","ESF3",91.30,"0","0","","correto","1","1","","correto","1","1","","correto","2","2","","correto","3","3","","correto","6","6","","correto","3","3","","correto","6","6","","correto","120","120","","correto","0","0","","correto","60","60","","correto","60","60","","correto","90","90","","correto","120","120","","correto","120","120","","correto","120","120","","correto","120","120","","correto","2.INTERMITENTES","2.INTERMITENTES","","correto","11","12","-1","incorreto","120","120","","correto","-180","0","-180","incorreto","600","600","","correto",
"LEVOFLOXACINO 500 MG","ESF3",78.26,"1","1","","correto","4","4","","correto","7","7","","correto","8","8","","correto","13","13","","correto","29","29","","correto","9","9","","correto","29","29","","correto","70","70","","correto","10","10","","correto","15","15","","correto","20","20","","correto","20","20","","correto","20","20","","correto","20","20","","correto","20","20","","correto","20","20","","correto","2.INTERMITENTES","1.ORDINÁRIOS","","incorreto","10","20","-10","incorreto","70","80","-10","incorreto","70","0","70","incorreto","540","540","","correto",
"VARFARINA SODICA 5MG - MAREVAN","ESF3",91.30,"3","3","","correto","5","5","","correto","8","8","","correto","8","8","","correto","12","12","","correto","16","16","","correto","10","10","","correto","16","16","","correto","90","90","","correto","30","30","","correto","30","30","","correto","30","30","","correto","30","30","","correto","30","30","","correto","30","30","","correto","30","30","","correto","30","30","","correto","2.INTERMITENTES","2.INTERMITENTES","","correto","12","13","-1","incorreto","90","90","","correto","-90","0","-90","incorreto","630","630","","correto",
"CARBONATO DE CALCIO 1.250MG + VITAMINA D 400UI","ESF3",86.96,"0","0","","correto","2","2","","correto","4","4","","correto","6","6","","correto","9","9","","correto","11","11","","correto","7","7","","correto","11","11","","correto","60","60","","correto","0","0","","correto","25","25","","correto","38","38","","correto","38","38","","correto","30","30","","correto","30","30","","correto","30","30","","correto","30","30","","correto","2.INTERMITENTES","2.INTERMITENTES","","correto","7","8","-1","incorreto","60","60","","correto","60","0","60","incorreto","395","395","","correto",
"PENTOXIFILINA 400 MG","ESF3",91.30,"2","2","","correto","4","4","","correto","5","5","","correto","7","7","","correto","11","11","","correto","16","16","","correto","9","9","","correto","16","16","","correto","120","120","","correto","60","60","","correto","60","60","","correto","60","60","","correto","60","60","","correto","60","60","","correto","60","60","","correto","60","60","","correto","60","60","","correto","2.INTERMITENTES","2.INTERMITENTES","","correto","20","21","-1","incorreto","120","120","","correto","-60","0","-60","incorreto","1050","1050","","correto",
"METOPROLOL 25 MG","ESF3",95.65,"2","2","","correto","2","2","","correto","4","4","","correto","7","7","","correto","12","12","","correto","20","20","","correto","11","11","","correto","20","20","","correto","180","180","","correto","45","45","","correto","45","45","","correto","45","45","","correto","60","60","","correto","60","60","","correto","60","60","","correto","60","60","","correto","60","60","","correto","2.INTERMITENTES","2.INTERMITENTES","","correto","26","28","-2","incorreto","180","180","","correto","0","0","","correto","1380","1380","","correto",
"ITRACONAZOL 100 MG","ESF3",95.65,"0","0","","correto","0","0","","correto","0","0","","correto","0","0","","correto","1","1","","correto","2","2","","correto","0","0","","correto","2","2","","correto","120","120","","correto","0","0","","correto","0","0","","correto","0","0","","correto","0","0","","correto","120","120","","correto","120","120","","correto","0","0","","correto","120","120","","correto","3.INATIVOS","3.INATIVOS","","correto","0","0","","correto","0","0","","correto","-90","0","-90","incorreto","240","240","","correto",
"AMOXICILINA 250 MG/5ML - 150 ML","ESF3",86.96,"1","1","","correto","3","3","","correto","7","7","","correto","8","8","","correto","11","11","","correto","21","21","","correto","10","10","","correto","21","21","","correto","4","4","","correto","1","1","","correto","1","1","","correto","2","2","","correto","2","2","","correto","2","2","","correto","2","2","","correto","2","2","","correto","2","2","","correto","2.INTERMITENTES","2.INTERMITENTES","","correto","0","1","-1","incorreto","4","4","","correto","4","0","4","incorreto","42","42","","correto",
"GLICLAZIDA 30 MG","ESF3",95.65,"4","4","","correto","8","8","","correto","11","11","","correto","15","15","","correto","24","24","","correto","47","47","","correto","21","21","","correto","47","47","","correto","540","540","","correto","105","105","","correto","135","135","","correto","150","150","","correto","150","150","","correto","150","150","","correto","150","150","","correto","150","150","","correto","150","150","","correto","1.ORDINÁRIOS","1.ORDINÁRIOS","","correto","150","150","","correto","600","600","","correto","-30","0","-30","incorreto","7770","7770","","correto",
"DICLOFENACO 50 MG","ESF3",82.61,"2","2","","correto","4","4","","correto","6","6","","correto","8","8","","correto","14","14","","correto","27","27","","correto","11","11","","correto","27","27","","correto","100","100","","correto","40","40","","correto","40","40","","correto","40","40","","correto","40","40","","correto","40","40","","correto","40","40","","correto","40","40","","correto","40","40","","correto","2.INTERMITENTES","1.ORDINÁRIOS","","incorreto","23","40","-17","incorreto","100","160","-60","incorreto","-100","0","-100","incorreto","1200","1200","","correto",
"PARACETAMOL 500 MG - COMP","ESF3",82.61,"4","4","","correto","7","7","","correto","11","11","","correto","15","15","","correto","24","24","","correto","43","43","","correto","21","21","","correto","43","43","","correto","250","250","","correto","120","120","","correto","110","110","","correto","130","130","","correto","110","110","","correto","80","80","","correto","80","80","","correto","80","80","","correto","80","80","","correto","2.INTERMITENTES","1.ORDINÁRIOS","","incorreto","65","130","-65","incorreto","250","520","-270","incorreto","-20","250","-270","incorreto","3410","3410","","correto",
"TESTE RAPIDO DE GRAVIDEZ","ESF3",86.96,"2","2","","correto","5","5","","correto","8","8","","correto","10","10","","correto","13","13","","correto","24","24","","correto","12","12","","correto","24","24","","correto","4","4","","correto","2","2","","correto","2","2","","correto","2","2","","correto","2","2","","correto","2","2","","correto","2","2","","correto","2","2","","correto","2","2","","correto","2.INTERMITENTES","2.INTERMITENTES","","correto","0","1","-1","incorreto","4","4","","correto","4","0","4","incorreto","45","45","","correto",
"TRAMADOL 50MG/ML(TRAMAL)- AMP","ESF3",86.96,"0","0","","correto","2","2","","correto","5","5","","correto","8","8","","correto","13","13","","correto","22","22","","correto","10","10","","correto","22","22","","correto","3","3","","correto","0","0","","correto","2","2","","correto","1","1","","correto","1","1","","correto","1","1","","correto","1","1","","correto","1","1","","correto","1","1","","correto","2.INTERMITENTES","2.INTERMITENTES","","correto","0","1","-1","incorreto","3","3","","correto","3","0","3","incorreto","32","32","","correto",
"DEXAMETASONA 4 MG","ESF3",82.61,"2","2","","correto","4","4","","correto","6","6","","correto","8","8","","correto","14","14","","correto","27","27","","correto","12","12","","correto","27","27","","correto","80","80","","correto","40","40","","correto","45","45","","correto","35","35","","correto","35","35","","correto","30","30","","correto","30","30","","correto","30","30","","correto","30","30","","correto","2.INTERMITENTES","1.ORDINÁRIOS","","incorreto","19","45","-26","incorreto","80","180","-100","incorreto","-250","0","-250","incorreto","1000","1000","","correto",
"HIDROXIDO DE ALUMINIO 6.2% SUSP","ESF3",78.26,"2","2","","correto","5","5","","correto","9","9","","correto","10","10","","correto","15","15","","correto","25","25","","correto","13","13","","correto","25","25","","correto","7","7","","correto","5","5","","correto","1","1","","correto","2","2","","correto","2","2","","correto","2","2","","correto","2","2","","correto","2","2","","correto","2","2","","correto","2.INTERMITENTES","1.ORDINÁRIOS","","incorreto","1","5","-4","incorreto","7","20","-13","incorreto","7","6","1","incorreto","56","56","","correto",
"CARBONATO DE LITIO 300 MG","ESF3",82.61,"3","3","","correto","5","5","","correto","6","6","","correto","10","10","","correto","16","16","","correto","26","26","","correto","13","13","","correto","26","26","","correto","240","240","","correto","60","60","","correto","60","60","","correto","75","75","","correto","75","75","","correto","90","90","","correto","90","90","","correto","90","90","","correto","90","90","","correto","2.INTERMITENTES","1.ORDINÁRIOS","","incorreto","47","90","-43","incorreto","240","360","-120","incorreto","-460","0","-460","incorreto","2470","2470","","correto",
